Sentiment,Text
negative,"  Total chaos for departures immigration at Malaga Airport. Boarding was quick, polite welcome by cabin crew. Beverage cart after take off was prompt, followed by lunch with a choice of 3 entrees. Food can best be described as wholesome, but not meeting quality levels of Air France, Swiss or Lufthansa short haul business class meals. Menu is still missing, and like many other aspects of the experience, BA cut a lot during Covid and have not reintroduced. I wouldn't mind, but on European trips in 2022, BA are charging up to 3 times the fare levels of 2019, and the overall value for money is now very poor. The WiFi did not work from start to finish of the flight. Crew said it had worked on the way out and the Captain had contacted London to get it fixed on the return. BA is becoming more and more shambolic, blaming far too much on Covid and it is time they took some responsibility for their failings.
"
positive,"  Shout out to the help desk at Heathrow, we arrived to late to make our flight and the lady (with 32 years exp) was great, she had a tough crowd to deal with and was very kind and helpful in getting us a place to stay, food to eat and a flight home the next day."
negative,"  I am constantly amazed how British Airways continue to get things wrong - I pretty much though they had covered all those bases and in the last 15 years living in the UK, I have watched their decline with great sadness. My flight to Paris was no exception. Not only was the flight late, overcrowded and not managed at all by disinterested staff - that we sat on the tarmac, full boarded for one hour while we waited for catering to be loaded on (front and then back) left me gobsmacked. As they barely offer any food service anyway (small packet of crisps and an even smaller bottle of water) on a 45 minute flight, I wondered why they thought it was good operational planning to delay a whole plane load of passengers so that 6 people in business class could speedily eat a poor quality meal on the flight to Paris. As it transpired I was over 90 minutes late and missed the meeting I was flying to Paris to attend. Never again."
positive,"  The short haul flights were the best with the crew on the final leg giving the excellent service that we all hope for. We chose out flights very carefully so that we were booked on flights with the Club World Suits not the Ying Yang arrangement that they still offer. At the last minute the aircraft was changed so we had to put up with the ying yang which really should have been pensioned off ages ago! Most business class offer 4 across but this layout still squeezes in 8 across. As we only take one long haul leisure trip a year in Business Class we always lose out on the ""Points game"" but I take exception to having paid in full on a non refundable basis not to be allowed to reserve my seats. The points gained from this trip alone would have allowed us Bronze status but we were not given this status until after the trip when it is useless to us. This status would have allowed us to book the seats 7 days prior to departure, when they were still available, rather than the 24 hours when they were not available. On the long haul return flight I was unable to book a window seat but on boarding after the doors had closed there was a window seat still vacant. I asked if I could move and was told by the FA she would check. Nothing happened but after take-off a passenger was moved from economy to that seat. Judging by the interaction between them I would bet it was someone on Staff Travel. I think it disgraceful that a full fare paying passenger should be treated like this. Take-off was just after 1930 hrs but we were not offered a drinks service before supper but were told we could order a drink that would be delivered on out tray with the meal. Had we done this our meal would have been cold by the time we ate it. In summary would I ever fly with BA again? No, not if I had half a chance of going with another airline. "
positive,"  A very comfortable (new suite) flight with great service and good food. Crew was wonderful New seat is great, except the shoulder strap is very uncomfortable. Entertainment great. Wifi was annoying, cutting off and needing constant reconnecting. Generally a positive experience."
negative," British Airways is the most terrible airline I’ve dealt with. They have caused our family extreme stress and disappointment - we have tried for a week now to speak to someone as we can’t make the changes online. They hang up on you every time you call them - we have been driven to despair by their treatment of their customers. You can’t check in online, the application sucks so much you’re better off trying to code your own app and it’ll probably work better, every time you try to check in you are taken to a page that says we can’t verify your documents yet the app and website say you’re verified and ready to go. You upgrade and pay for upgrade and it says it’s guaranteed and then when you go to check in which you have to go to the airport for because online won’t work, they give you a different seat than you paid for and a lower class and offer nothing in return.  I hope I never have the misfortune of getting stuck flying with British Airways ever again."
negative,  British Airways is the most terrible airline I’ve ever dealt with. They have caused our family extreme stress and disappointment - we have tried for a week now to speak to someone as we can’t make the changes online. They hang up on you every time you call them - we have been driven to despair by their treatment of their customers. I have no choice but to cancel our chance of a life time trip we’d booked with our 2 18 year old boys as they were flying with another airline and would have been alone in Japan as BA just cancelled our trip and we cannot rebook online as the trip was booked with avios and companion vouchers.
positive,"  BA is getting a real bashing on this forum and I thought I'd buck the trend and report a virtually flawless experience of a short hop from EDI to LCY on BA8703 this Monday. Easy check in, decent lounge experience except the very amiable staff were still forced to serve from behind barriers, very clean plane which left on time, ridiculous amount of legroom in 2D (it is a bulkhead seat but with lots more space than 1A or C), reasonable cooked breakfast served by a very attentive and capable CSM and arrived 15 mins earlier than scheduled. What's not to like, which is my overall experience with the vast majority of my BA experiences over the last 25 years. Anyway I thought it would be nice to read a positive review for once."
positive,"  New Club Suites are amazing, the only let down is the bed is a little too firm but the pillow was the most comfortable pillow I have ever used. Food was ok as I have had better on BA in the past and I can understand why they put everything on a single tray which is OK. The cabin crew were brilliant but I was surprised that after dinner the crew didn’t once come round with beverages or even bottled water. BA really have a great hard product here and I would suspect the soft product will improve once Covid restrictions become less of an issue. Well done BA."
positive, Very small plane for a busy route. Service was good but food not so. Ran out of a lot and options left were not good. Cabin crew for BA actually really friendly.
negative,"  BA continue to charge a premium for the most disgusting service, provided by people who shouldn't be in customer service, on tired, dirty and cramped aircraft. Out of 11 flights this year, not one has managed to depart or arrive at their destinations on-time. Including having 3 business class tickets cancelled and an alternative in economy being offered, still no refunds 3 months on and had a flight late and missed connection, so BA cancelled the rest of my ticket, leaving me stranded in the US. "
negative,"  Flew back on BA0254 Bridgetown to Heathrow in the old Club Class. A huge disappointment after going out in the new Club Class suites - the end of this awful yin and yang seating can't come soon enough. Even tried to pay BA's extortionate pre-booking rate for our seats - none left to choose even weeks ahead. My wife and I were stuck in the middle 2 seats of 4 - 13E and F. Good job it was an overnighter so we managed to sleep a bit and not have to climb over our neighbours very often. The March film selection so not good. Not particularly friendly FA who insisted face masks must be worn even though BA's policy has changed regarding flying back to a non-mask wearing destination (ie. London). Sort it out BA. Took off 20 minutes late but big tailwind so more than made up the time on a relatively smooth flight. Dinner not to bad but breakfast - fairly dire. My wife's smoked salmon bagel was dreadful. As usual when BA is good, it's really good but when it's bad it's awful. I recommend hesitatingly - come on BA, be great again. We pay a lot for ""premium"" seats."
negative,"  The worst budget airline I’ve ever used! Far worse than Ryanair and I refuse to fly with them even though they’re basically free. BA charge about 10x as much as other budgets but have the worst service. Spent an hour checking in because their outdated computers crashed. They left us sat on the plane for over 2 hours because they couldn’t connect to the internet, then left 50% of our luggage behind because they would have had to refund everyone’s flights if they waited another 10 mins for the other luggage trolleys to arrive. It took three days to return it and cost us £100s. Then on return I’ve now been sat here nearly two hours and there’s no sign of our luggage again. I don’t know how a company can be this incompetent but I’ll be pursuing for compensation. I have some free flights from Amex but I won’t be using them because it’s not worth going through this again."
positive," First, the actual flights are fine and the staff on all 3 flights (ZRH-LHR, GVA-LHR & LHR-ZRH), first 2 in Economy, are absolutely fine, chatty and friendly, they are a credit to the company. The infrastructure however is appalling. ZRH-LHR impossible to check-in online and just 2 staff to check-in everyone for 2 flights resulting in mislabelled luggage and an hour delay to sort this out. GVA-LHR, 2.5hrs late as no-one at LHR to tow the aircraft to the gate. LHR-ZRH, 50mins late due to slow gate staff. Even when you check-in online you have to queue at the airport to get the actual boarding pass! There are more examples, and for this reason, until they sort out their stressed ground staff, it is impossible to recommend this airline. Onboard 10/10, getting to be onboard 1/10."
positive,"  Have not flown economy with BA for years, what a shock! Hard uncomfortable seats, small aged tv screens with limited inflight entertainment. Food and service appalling. 13hr plus flight, no socks, eye shades, ear plug amenity pack. And no antibacterial wipes offered. Wi-Fi advertised but not available on flight. Paid premium money for a budget airline, more akin to Easy Jet, RyanAir or JetStar. My last time travelling with BA after more than 18 years of flying with them. BA you really do need to buck up your service and become the flagship Service you used to be."
positive,"  Flew to Barbados 16 March on BA 255 in the new Club Class suite. A huge improvement on the old yin and yang Club Class which we unfortunately endured on the way back. Comfortable, big TV screen with high quality picture and good headphones, plenty of nooks and crannies for storing small items and very private. Nice friendly FA's (called by my name from the off) and pretty good drinks service with a good dinner served. Once again let down by a poor (at best) choice of movies on the in-flight entertainment system. Thank goodness the latest James Bond movie was showing. Took off and landed on time. Smooth flight. Only one letdown - the usual extortionate fee charged for pre-booking a seat. Come on BA, stop nickel and diming - it spoils what could be a really good Business Class product and after all we already pay quite a bit for the privilege. I recommend with the usual caveats."
positive,"  Very poor flight from Cape Town to London. After the chaos of Cape Town Airport passenger handling with incredibly long queues to get through security and then passport control taking nearly two hours in total we arrived at the lounge somewhat frazzled and were very happy to find a quiet area with decent wine and appropriate food choices for a break before boarding the flight. Boarding went well and we were seated and offered a small half full glass of champagne. The captain made an announcement to say that we were all aboard ahead of schedule and that the flight time would be shorter than scheduled but unfortunately this would mean our arrival would be too early to land due to the 6.00 am lifting of the overnight jet ban at Heathrow so we would have to wait on the ground for perhaps half an hour or so. This was no big deal. Then the captain announced that due to IT issues at Heathrow they could get not compile necessary paperwork so we would be delayed for an indefinite period. With the delay of uncertain duration one might have hoped for a further offering of champagne or other beverage in particularly for Business Class but this was not forthcoming. In the event take off was permitted quite soon after. The crew had distributed menus but then did a PA to say that there were changes to each of the main courses. A drinks order was taken for pre dinner drinks, for main course for dinner and choice of wine with dinner. Drinks and nuts were served circa 45 minutes after take off, in my case a small measure of white wine in the bottom of a pleasant and decent sized tumbler and my husband had another half glass of champagne. Dinner arrived on a single tray with a small measure of red wine in the tumbler. The food looked bland, unappetising and tasted the more so. The cheese (two small pieces) were sitting in a greasy pool of vinegary chutney. No top up of the wine was offered (we did ask for a second glass and it was provided on a very individualised basis) and coffee was not served since we had hit some mild turbulence. The flight was some 11 hours in duration and no other snacks or beverages were offered prior to breakfast which was provided separately to each passenger as they showed signs of being awake. Breakfast was slightly more edible than dinner. Coffee or tea were offered by individual mug, orange juice was available on request. Cabin crew were largely absent from the cabin except during the meal services but it must be said that they were extremely pleasant and were suitably responsive to requests for individual items. Come on British Airways you can and need to do better than this if you are to meet customer expectations and compete with other airlines on similar routes. For the cost of a business class ticket passengers are enjoying only additional space and seat comfort (flatbed) as a benefit over an economy ticket at or below 25% of the price paid for the premium cabin. Time was when flying in Business Class was real treat, no longer is this the case."
negative,"  Our main complaint is that the limited food served was bland, barely edible, and by far the worst we’ve ever experienced compared to other airlines used in the past. The staff were friendly enough but they were rarely seen between meals. No snacks were offered during the flight. This is so different to every other airline we have used in the past. After 14 hours of flying the breakfast offered was a tiny, cold, stale, Ham and cheese roll and a small plain yoghurt with a couple of Oreos. If ever you decide to fly with them I suggest that you bring your own food. We certainly will on our return flight but will never use British Airways again."
negative,"  Complete and utter chaos at Heathrow, yet again. Surely the CEO, Sean Doyle, must now take responsibility and step aside for the consistent and continuous IT problems that cause flights to be cancelled and delayed. The queue for the First Wing check in at 10am today was over 1 hour, and subsequent flight to Malaga 1.5 hrs late leaving the gate. Updated about the delays 3 times, but strangely not one person apologised or said sorry - BA seems to think this is normal practice nowadays. As Emerald OneWorld, I wish there was an alternative because BA has become intolerable, and this is after flying them for 55 years since BEA/BOAC days."
negative,"  Feb 25, 2022. We show up at the airport 3 hours early for our flight to Dublin. we waited in line for 3+ hours to just check in our luggage. After that, we learn our flight is delayed another 3+ hours. We had a connecting flight in London. When trying to go through customs they wouldn't let us through because the boarding of the plane was going to be happening in 30 minutes. They told us to wait in a customer service line that was well over an hour. We then found out we could have gone through customs because the connecting flight from London to Dublin was delayed over an hour. However, by the time we were told this information, the doors were about to close. The next available flight to Dublin was 2/27 late evening. With that being said we were forced to stay the night in London. After talking to a British Airways manager, they informed us that BA would reimburse us for any hotel, flight (to get to Dublin regardless of the airline), clothes (due to them losing our bags), excursions and transportation. Due to this issue, we had to spend multiple days shopping for clothes, lost out on days we had booked to explore the country, had to now buy an extra suitcase for the new clothes we received (went 4 days with lost bags). When we finally got home, we submitted our claims like we were told to do. Within a few days, it's declined. We have asked for a contact # just to talk to somebody, again declined. We tried to reach out via social media and we get passive-aggressive messages.  They refuse to pay me back for the new flight to get to Dublin, transportation to and from the airport in London, the hotel for London, the clothes I had to buy because they lost my bags for 4 days, and the extra luggage fee because of the extra clothes I had to buy. There is no customer support and they are impossible to get a direct response from."
negative,"  British Airways are in the process of upgrading all its 777 fleet to the new Club Suite, but BA59 had the 16-yrs-old, packed-like-sardines Club World product. The lounge at CPT was also bursting at the seams and food orders were so behind that many passengers had left by the time their food arrived. On boarding, we were surprised to find that the menu, amenity kit and bottle of water had already been placed in the storage drawer. We suspect this is another cynical time-saving initiative on the part of BA. Frustratingly, the menu turned out to be incorrect and the replacement dishes were probably the worst we have ever encountered in any business class on any airline. The drinks run was cancelled without any warning on the spurious basis of a passenger with a nut allergy. It's hard to avoid suspicions that cabin crew were being economical with the truth. Apart from a rather turbulent ride, the flight was otherwise uneventful and arrival was slightly ahead of schedule. Baggage handling was, however, atrociously slow."
negative,"  We flew to Funchal, Madeira yesterday. Madeira has no COVID restrictions for entry, yet BA asked us to upload our NHS vaccination passes, before we could check in online. I received an OK about an hour later, but my husband did not, so I couldn’t check in online. We arrive at Heathrow 2 hours before departure and stood in a long queue for check in. There were just 3 desks open for a queue of approx 100 travellers. Then several people went on breaks or disappeared so we were down to one desk open, with the queue barely moving. I went to complain to various BA staff, who said the manager had been told and more people were coming. One blonde lady walked around for ages, shepherding travellers into the queue, before sitting down at a desk. Another man later did likewise, making us wonder why they hadn’t simply worked at the desks from the beginning. All in all we stood in that queue for a good hour, before almost running to the security queue, which thankfully moved quickly. Then we hurriedly bought a sandwich, walked to our departure gate and stood on the bus to the plane. The whole experience was extremely stressful; and took the best part of 2 hours. We did not have time to sit down until we did so on the plane. And completely unnecessary! If we had been able to check in online, this would not have happened. My husband’s vaccination pass is fine, but not required for Madeira. I think it is a systems failure as he received an email yesterday morning saying his pass was not in order, as did I, even though I’d previously been told, I could check in online. Also unnecessary as if BA had staffed the desks properly the queue would have moved. A staff member told us BA had laid off lots of staff during lock down and was now begging them to return, but having been treated badly, they didn’t want to. The flight itself was fine, on time. We were given a bag of crisps and a bottle of water, again fine, nothing praise worthy."
negative,"  Absolutely bad experience with "" British Airways."" I have two bookings with them for the past two years. both were cancelled. The first one, I understand, "" Covid-19"" unexpected. But today I got another surprise. My flight to Antalya in May 2022 was cancelled and no explanation is given. I will definitely not book ever again with them."
positive,"  Flew BA LHR-AUS on a 787-9 on the outbound leg and then back on the A350-1000 on the return leg. Seats comfortable. Staff service on the inbound leg was disappointing. Safety briefing was missed on LHR-AUS route. LHR-AUS boarding on time, flight flew out on time, landed on time. AUS-LHR boarding one hour late, left an hour late and landed one hour late too. Food quality on both legs was not fit for human consumption. Wife ordered a veg meal which was served cold on both legs. In flight entertainment on outbound leg was bad - 2/3 screens not working. On return leg worked fine, but this is due to the A350-1000 being brand new. Good quality of sleep on both legs, which was good. Check in at LHR was flawless and without incident. Check in at AUS was rotten. We queued and were number 4 in line and waited for 1 hour for staff to check us in. What was clear is staff quality in Austin is poor, passengers did not appear to have passenger locator form(s) ready / VeriFly app ready and / or vaccine detail ready. Having looked at business and premium economy class on both legs, paying business class and premium economy did not appear worth it. Baggage was received fine at AUS and LHR - the latter took ages on return. If I had the option of another airline - I would not fly BA."
negative,  The food was awful. An over night early morning flight started with the offer of a terrible chicken wrap thing. Terrible. Then went to a Traditional Breakfast with disgusting sausage and inedible hash brown's. Such rubbish on BA.
positive," I really can’t believe they have the audacity to call this First Class. The check in staff at Singapore were abrupt and unhelpful. The official BA lounge in Singapore was closed, so they’re using a cheap generic alternative, which anyone can pay twenty pounds to go in. Suffice to say it was not pleasant. Onboard was like being in the middle of a bad comedy sketch. I can not believe the two stewardess have ever had any first class training. I had to ask for slippers. The first drink took nearly an hour to arrive, despite only having 8 passengers to serve between the two of them. The poor woman sat next to me ordered a wine, which came filled to the brim. I mean it’s First Class, not a student house party. Neither had any knowledge of the wines on the menu. Most of the food was awful. My steak was dry, over cooked and tough, and whichever catering manger signed off on a canapé of soggy mushroom on top of a chunk of polenta should be sacked immediately. I will say, the cheese and port were nice. However the worst thing was the constant galley noise. There was a cart stowage immediately in front of my seat (1K) which they were in and out of all night, and appeared incapable of shutting without slamming. They also seemed to have stored their personal belongings in to the bin immediately above my seat, so we’re in and out of that as well. I will say the seat itself is very well designed, but personally I’m happy in Club and would never do First again."
negative,"  London to Dubai. Family of 6 kids where from 10 down to 6 years old, savvy travelers, been on many holidays so we were excited to be on BA for first time. But disappointment became desperation as we had not eaten anything since Dublin that morning at 7am. We had no time to eat at LHR so thought we'll get something usually around 1 hour into the flight. 3.5 hours after take off they served out food. Food was fine but nothing special, no issues with beverage, no attention to kids as you'd expect from many other airlines, even a kids book would be good. Movies are all outdated and already watched. So overall very medium experience."
negative," One would think that the number of crises BA incurs they would have had emergency planning down to a fine art. I last flew with BA May 2017 - yes, the weekend of the last but one IT crisis. I swore never again but ended up purchasing a ticket Aug 2018 to Bologna - BA cancelled the flight. Then covid hit so ended up with a voucher. Fast forward to Feb 26th, 2022. Received a message 5.30am 30mins from LHR that that my flight was cancelled. Arrived at the airport with everyone else just wandering and seeking answers. The staff that were there either told you to go online - a bit difficult as the BA systems were down or ring BA. Ha Ha or go home - not very helpful if you live two hours from LHR. By some miracle the app sprung into life, and I managed to get one of the last 10 seats on the evening flight. Sat in arrivals as there was a coffee shop - soon ran out of seats. By 12.00 midday most of us were trying to get airside to use lounges but no one was allowed in departures until two hours prior to your flight supposedly because of crowds. Pointed out BA should have provided refreshments - told to put a claim in. Eventually got to departures and made it through security. BA customer services (note the oxymoron) - had a consistent queue of about 20 people as BA were still cancelling/rearranging flights for passengers who were airside. Boarded flight 45mins late. Sat on tarmac as the pilot told us the delay was them trying to 'reconcile' luggage. When we took off given one very small bottle of water and a cereal bar for a five-hour flight They purport to be a top-class airline but in fact Ryanair has more finesse. The staff are fine but can be miserable because they are treated so badly and like to remind you that they are doing their best in a difficult situation - well so are the passengers. The aircraft are cramped and worn. I had been reluctant to use Egyptair but flew home with them on a new aircraft with a very good entertainment system and was provided with a hot meal and snack for same price as a BA ticket. How on earth can BA justify their prices? The management should be sacked as ultimately they are to blame for the ruination of this airline."
positive,"  We will never use BA again for a long haul flight. Our experience of the flight from LHR-MLE wasn’t too bad, apart from a screaming child but the return wasn’t a good experience. We weren’t provided with a drink when we boarded as we were forgotten and that happened a few more times during the flight. I think the crew in Premium Economy were very young and not very experienced, leaving the experienced ones in Business/First. Actually, I think BA only care about the Business/First customers now with the cabins getting larger for those classes. They ran out of food choice 8 rows back in our cabin (it’s not a large cabin), ran out of wine straight after the food service and we had no food for 7hrs apart from a couple of biscuits, one of those we had to go and get from the kitchen. We weren’t fed until 1.5hrs before we landed (it was a 11.5hr flight) and then it was a soggy roll containing 2 slices or cucumber and 2 slices of tomato! BA just don’t care anymore about the little people."
negative,"  British Airways is getting worse an worse, my flight was 8 mins late. Luggage is taking hours to arrive.  No communication whatsoever from anyone. They can't be reached on the phone and answer with delays to emails, if they do. My app is crashing most of the times. They change the aircraft without notice, so even if you pay for a seat, the staff will say there is nothing they can do."
negative, Paid for 3 business class seats to London from New York. Got downgraded at airport check in because they overbooked business class. Couldn’t even provide compensation or a refund. Told I had to call customer service or submit a form. Unbelievable. Unacceptable. Never again. 
negative,"  Absolutely shambolic customer service. The lounges at Heathrow are outdated and the service was terrible, waited over an hour for my chosen food/drink order to be brought to me. Ended up getting it myself and told off for doing so. On board product is average. "
negative,"  Our flight back to Athens (on a different airline) was very delayed, causing us to miss our first flight home. I understand that they were not required to help due to the delayed flight being a different airline. What's worse is that they went ahead and canceled our tickets for our connecting flight, which we would have been able to make based on another flight out we found, causing us to have to buy much more expensive tickets home that resulted in us having an overnight layover and having to buy a hotel room on top of ridiculously expensive last minute tickets. The absolute worst customer service I have ever dealt with, and I will never be flying with them again."
negative,"  Flight took off two hours late after what can only be described as a shambles at the airport. No airbridge to the aircraft which is not acceptable. The aircraft was better than the outbound flight, who screen was so small. After serving only about 2/3rd of the cabin, no first choice. Only a vegetarian dish or a chicken dish from the economy cabin. The airline must know that vegetarians will order a meal, so why include it as a choice. Also, to offer a roll of ham/cheese for breakfast after a 12 hour flight is cost saving. A hot breakfast should be offered. With only 90 minutes between my connecting flight, due to late arrival, I made staff aware. Whilst they let me and others passengers of the flight first, there was no staff to assist in getting us to our flight. It was a struggle to get my connecting flight. On arriving in Glasgow, got txt to say my bags did not make the flight. First time using BA premium and likely my last."
positive,"  There was a mistake on my booking made by BA. Got an email to say ""contact us to discuss"". Took over 30 contact attempts spanning 7 hours and still not resolved. Absolutely the most shambolic customer support I have ever experienced. Still waiting for the call back I was promised 2 weeks ago."
positive," The economy cabin was surprisingly underpopulated on this flight, with only about 30 passengers, but business class was three-quarters full. Boarding was therefore mercifully quick and take-off on schedule. Sadly, BA59 makes use of the old Club World product, which now seems like a step back in time after experiencing the new Club Suite on BA42/43. There are some good points about the old Club World - the drawer capable of taking a laptop and the more comfortable seat when flat - but other than those, it's an embarrassment. The tiny, poorly responsive screen is almost beyond belief. Service was perfunctory and the meal service conformed to the current, overly cautious, post-Covid requirements, with everything served at the same time. This does mean that the meal is over and done with relatively speedily, but it's a lacklustre experience in contrast to BA's competitors and smacks of continued cost-cutting. Queues for the three toilets in business class were unacceptable at times and there was limited attention paid to keeping them clean. Arrival was on schedule, but Covid paperwork processing meant that it was an hour before we were able to collect our baggage."
positive,"  British Airways continues to go downhill. We flew business class and the experience was like economy from 20 years ago except you can have a glass of champagne. We were packed in full 3x3 seats because of IT issue the day before. Even if weren’t, the Seat pitch and width is the same as economy. Gone are the little pretend tables in the middle seat to give some illusion of style. The food was dreadful. The in flight service was unsophisticated. BA used to have an acceptable European business class. They don’t any more. Other European airlines offer much better in flight experience in business class in comparison. BA is taking premium and frequent flyers for granted and treating us like mugs. How I miss the politeness of old BA business class from around 5 years ago, how I used to look forward to it, the small gestures like hanging up a coat, giving you a hot towel, having nice food, being served from the galley, rather than from the manky trolley. COVID is not the reason - this is years of cost cutting and the result is dreadful."
positive,"  Outstanding! From the warm, smiling welcome on board, this flight was excellent. The in flight crew were friendly, attentive and very professional. Detailed announcements from the flight deck as well. Food and wine all very good indeed. The Premium Economy product on BA is also very good. Comfortable seats, foot and leg rests and decent recline. FR superior to any other airline on other Atlantic routes."
neutral,"  British Airways has scrapped the mandatory wearing of face masks onboard flights, although they pretend publicly that the policy remains. BA454 from London to Malaga on 25th February, and across 6 visible rows around me there were 7 out of 24 passengers wearing face masks - and I was one of them. This was long after the meal / drinks service had been cleared, and remained like that as we landed and deplaned. Cabin crew were frequently up and down the aisles and not a word was said to any of these non compliant passengers, or as they left the aircraft with staff bidding them farewell. I guess they are too scared to remind people to follow the rules? "
negative,"  For once more BA got it all wrong with 6 hours delay, food voucher of 4 pounds and no information or advice. No staff to serve the waiting passengers. The attitude towards the passenger is one of a dispensable commodity."
negative,  Another episode of unmitigated shambles when it comes to customer service. The day after Storm Eunice and English half term holidays are getting underway. So you make allowances and you accept there could be some delays. The fact they were then compounded by the late cancellation of a raft of flights to domestic and European destinations on the evening of Saturday 19 February for operational reasons was pitiful. You could not rebook via BA’s website. Instead passengers were compelled to queue at Gate A17 at LHR to possibly rebook and be provided with accommodation overnight. Some BA cabin crew were helpful but those in customer services in the South Lounge who simply directed passengers to the ever growing queues at A17 were a disgrace.
positive,  Check in at IAD was quick and easy. Lounge in Washington was a BA lounge and very good. Sound pre flight food offerings for this overnight flight. Flight on time and boarded promptly. As we had eaten we opted to sleep. There was full dinner and breakfast service for those that wanted it. We slept well. On time arrival and quickly made it to T5 arrivals lounge which was excellent.
negative,"  Very old planes, poor food and minimal leg room in economy. Check in procedure online did not work for me or any of my fellow travellers. Special meal request given weeks in advance for food allergy was ignored. I spoke to a BA customer service representative as soon as I landed in Heathrow who said they could not help and referred to the telephone line who said the same but referred to the online complaints form. Have been trying for weeks to raise this as a concern for those with food allergies and prevent this from happening to others but no reply via their complaints website or on Twitter. Telephone hotline is now also currently unavailable."
negative, Having just booked BA for a return flight - being one hour each way in Club Class and paying + 700 euro for 2 persons to be then asked to pay a further 96 euro to choose seats in business. A full business class ticket and a fee for seat? A very disengaged management model.
positive,"  BA got everything right. Allowed evening before check in , this allowed lots of time for staff to help with paperwork needed for travel to the US. On the day of travel it was half term and the Airport busy. In spite of this through security and into lounge in 5 minutes. Lounge clean, staff proactive and food served quickly. Good range of drinks. Easy transfer to C gates. Aircraft ready, boarding quick and well organised. Pre departure drinks served. The cabin crew were excellent and provided a very good service. The food was the new club world menu options ( roast beef) which was excellent. Although it was the older club world product it was clean and well maintained. On time arrival, baggage off very fast. Overall an excellent flight and it feels like BA are improving their offering at a time when many other providers use COVID as an excuse for service cut backs Well done"
negative,  Appalling customer service - they have cancelled flights and rebooked us but have not confirmed any change to the hotel reservation that was part of the inclusive booking. Hours and hours on the telephone with no response (or you just get a recorded message to say they can't take the call). They don't respond to emails sent to the complaints line. 
positive,"  This past November/December I flew Washington-London return and, on the strength of that trip (my first in two years), the inflight service quality appears to have pretty much returned to the pre-pandemic status quo ante. The cabin was clean and well maintained, seats were comfortable, food and drinks were good (including a very tasty Hertfordshire roast pork on the return leg), and the BA cabin crews remain the best in the business. This was one of a number of bookings that I had to re-book a number of times due to flight cancellations, and contrary to the experience of many here, my re-bookings were handled courteously and thoroughly (although I did have a number of lengthy waits on hold, but under the present circumstances that's to be expected). It's good to see that the everyday product has held up so well amid this dreadful time, and I'm looking forward to future trips on BA."
positive,"  I had the best experience I have ever had with an airline. Our initial flight to Dubai was canceled By Royal air Maroc and we had to find a new flight at the last minute. I found that booking with them was extremely simple. Unfortunately, we had to cancel our flight the day of the departure. I called the customer service, waited about 20 minutes before I could speak with someone and within 15 minutes, the flight was canceled and they offered me a full refund. The person on the line was extremely nice, understanding and willing to help us. I had never dealt with such a nice employee from any airline. I got the full refund on my credit card the day after. I usually chose the cheapest flight ticket, regardless of the airline, but from now on, I’ll definitely make sure to check with British airways first."
positive," BA cancelled our original return flight and rebooked us a day later. We had no issue with this, just enjoyed an extra days holiday but others might not have been so flexible. However, they overlooked rebooking our connecting flight from LHR and we were fortunate that there was still space on the flight when we checked in at ATL. The aircraft was newish and in excellent condition, flight was around 50% capacity. Service was excellent, staff were friendly and efficient. Dinner was good, breakfast was disappointing with little choice. The LHR to BHD leg was equally good and I am beginning to think that BA are getting their mojo back again."
positive," Boarding was slow and uncomfortable on account of the lack air-con at the gate. The Club Suite cabins were about 3/4 full, but the rest of the plane can't have been much more than 20% occupancy. Whether this is the reason why cabin crew on the flight were cut to the bare minimum is hard to say, but they certainly had to work hard covering multiple cabins. Despite that, the drink and food service in business was efficient, and the current policy of serving all courses at once meant that dinner was done and dusted two hours after take-off, which is a real bonus on a night-time flight. However, the quality of the food remains mediocre at best and the pasta dish was almost inedible. The Club Suite is a big improvement on the ancient CW product, although storage is a funny arrangement of tiny compartments that invite losing a smartphone or two. One definitely misses the drawer at foot level in old CW. The large screen really improves the viewing experience and the whole IFE system was much more responsive. The new seats don't significantly aid sleeping, particularly as there's an obvious ridge at the level of the base of the spine. Waking up two hours before touchdown is definitely to be recommended in order to get breakfast over and to avoid the usual queues for the toilets. Performance of the flight deck was up to its usual high standard and arrival was twenty minutes ahead of schedule. Progress through border control was speedy but baggage collection was delayed for unspecified reasons. Overall, a good flight."
negative,"  Unfortunately having just flown in the new club world cabin this time we had an incredibly old plane. The good was the cabin crew who tried to make the trip as pleasant as possible. The bad was the in-flight entertainment, the screens were unwatchable when they worked, my wife’s didn’t, and post iPad era just don’t live up. The food was just about okay without being anything special but all served at once. Apparently the crew explained this is because of a shortage of staff. I’m afraid BA has a lot to do to regain its standing in the aviation world, the competition is too fierce now to sit on your laurels."
